date,warehouse,sku_id,category,system_forecast,override_flag,final_forecast,actual_demand,unit_cost,lead_time_days,safety_stock_units
2023-08-01,West-DC,ELC-206,Electronics,906,True,915,907,2138.32,14,138
2023-09-01,West-DC,ELC-206,Electronics,928,True,860,880,2138.32,14,154
2023-10-01,West-DC,ELC-206,Electronics,924,True,914,962,2138.32,14,153
2023-11-01,West-DC,ELC-206,Electronics,965,False,965,1016,2138.32,14,151
2023-12-01,West-DC,ELC-206,Electronics,1157,True,1072,1122,2138.32,14,159
2024-01-01,West-DC,ELC-206,Electronics,1086,False,1086,1233,2138.32,14,172
2024-02-01,West-DC,ELC-206,Electronics,1239,True,1247,1246,2138.32,14,174
2024-03-01,West-DC,ELC-206,Electronics,1154,False,1154,973,2138.32,14,153
2024-04-01,West-DC,ELC-206,Electronics,1097,False,1097,1152,2138.32,14,163
2024-05-01,West-DC,ELC-206,Electronics,1040,False,1040,1178,2138.32,14,166
2024-06-01,West-DC,ELC-206,Electronics,1043,False,1043,1132,2138.32,14,155
2024-07-01,West-DC,ELC-206,Electronics,946,True,978,1190,2138.32,14,148
2024-08-01,West-DC,ELC-206,Electronics,1016,False,1016,877,2138.32,14,151
2024-09-01,West-DC,ELC-206,Electronics,928,True,964,921,2138.32,14,128
2024-10-01,West-DC,ELC-206,Electronics,1047,False,1047,923,2138.32,14,151
2024-11-01,West-DC,ELC-206,Electronics,1119,True,1039,984,2138.32,14,167
2024-12-01,West-DC,ELC-206,Electronics,1169,True,1156,960,2138.32,14,175
2023-01-01,West-DC,PER-301,Perishable,816,False,816,1054,1856.51,10,110
2023-02-01,West-DC,PER-301,Perishable,973,True,986,821,1856.51,10,136
2023-03-01,West-DC,PER-301,Perishable,922,False,922,945,1856.51,10,149
2023-04-01,West-DC,PER-301,Perishable,849,True,905,961,1856.51,10,140
2023-05-01,West-DC,PER-301,Perishable,795,False,795,981,1856.51,10,148
2023-06-01,West-DC,PER-301,Perishable,728,True,836,921,1856.51,10,119
2023-07-01,West-DC,PER-301,Perishable,742,False,742,869,1856.51,10,129
2023-08-01,West-DC,PER-301,Perishable,832,True,848,724,1856.51,10,108
2023-09-01,West-DC,PER-301,Perishable,860,False,860,716,1856.51,10,115
2023-10-01,West-DC,PER-301,Perishable,777,True,775,839,1856.51,10,109
2023-11-01,West-DC,PER-301,Perishable,745,True,756,988,1856.51,10,127
2023-12-01,West-DC,PER-301,Perishable,986,False,986,880,1856.51,10,150
2024-01-01,West-DC,PER-301,Perishable,993,False,993,763,1856.51,10,127
2024-02-01,West-DC,PER-301,Perishable,873,False,873,922,1856.51,10,153
2024-03-01,West-DC,PER-301,Perishable,987,False,987,1022,1856.51,10,156
2024-04-01,West-DC,PER-301,Perishable,949,True,966,1070,1856.51,10,135
2024-05-01,West-DC,PER-301,Perishable,1024,False,1024,868,1856.51,10,155
2024-06-01,West-DC,PER-301,Perishable,812,False,812,1007,1856.51,10,126
2024-07-01,West-DC,PER-301,Perishable,884,True,923,835,1856.51,10,146
2024-08-01,West-DC,PER-301,Perishable,819,True,836,789,1856.51,10,118
2024-09-01,West-DC,PER-301,Perishable,918,False,918,953,1856.51,10,127
2024-10-01,West-DC,PER-301,Perishable,1043,True,915,906,1856.51,10,137
2024-11-01,West-DC,PER-301,Perishable,994,True,976,749,1856.51,10,127
2024-12-01,West-DC,PER-301,Perishable,951,False,951,927,1856.51,10,152
2023-01-01,West-DC,PER-302,Perishable,688,True,738,648,585.3,10,97
2023-02-01,West-DC,PER-302,Perishable,662,False,662,590,585.3,10,87
2023-03-01,West-DC,PER-302,Perishable,703,False,703,728,585.3,10,117
2023-04-01,West-DC,PER-302,Perishable,589,True,609,650,585.3,10,93
2023-05-01,West-DC,PER-302,Perishable,678,True,694,517,585.3,10,93
2023-06-01,West-DC,PER-302,Perishable,646,True,743,535,585.3,10,101
2023-07-01,West-DC,PER-302,Perishable,589,False,589,688,585.3,10,71
2023-08-01,West-DC,PER-302,Perishable,510,False,510,536,585.3,10,72
2023-09-01,West-DC,PER-302,Perishable,562,False,562,470,585.3,10,81
2023-10-01,West-DC,PER-302,Perishable,560,False,560,620,585.3,10,75
2023-11-01,West-DC,PER-302,Perishable,586,False,586,680,585.3,10,75
2023-12-01,West-DC,PER-302,Perishable,580,True,565,633,585.3,10,87
2024-01-01,West-DC,PER-302,Perishable,675,True,632,672,585.3,10,110
2024-02-01,West-DC,PER-302,Perishable,730,False,730,629,585.3,10,99
2024-03-01,West-DC,PER-302,Perishable,652,True,667,592,585.3,10,99
2024-04-01,West-DC,PER-302,Perishable,671,False,671,510,585.3,10,87
2024-05-01,West-DC,PER-302,Perishable,589,False,589,494,585.3,10,76
2024-06-01,West-DC,PER-302,Perishable,557,False,557,510,585.3,10,108
2024-07-01,West-DC,PER-302,Perishable,580,False,580,567,585.3,10,83
2024-08-01,West-DC,PER-302,Perishable,595,False,595,469,585.3,10,98
2024-09-01,West-DC,PER-302,Perishable,509,False,509,480,585.3,10,84
2024-10-01,West-DC,PER-302,Perishable,624,False,624,493,585.3,10,92
2024-11-01,West-DC,PER-302,Perishable,597,False,597,453,585.3,10,75
2024-12-01,West-DC,PER-302,Perishable,629,False,629,593,585.3,10,90
2023-01-01,West-DC,PER-303,Perishable,522,True,572,703,522.74,14,91
2023-02-01,West-DC,PER-303,Perishable,561,False,561,598,522.74,14,95
2023-03-01,West-DC,PER-303,Perishable,614,True,610,639,522.74,14,96
2023-04-01,West-DC,PER-303,Perishable,592,False,592,549,522.74,14,85
2023-05-01,West-DC,PER-303,Perishable,586,False,586,620,522.74,14,101
2023-06-01,West-DC,PER-303,Perishable,532,True,565,553,522.74,14,104
2023-07-01,West-DC,PER-303,Perishable,512,False,512,491,522.74,14,79
2023-08-01,West-DC,PER-303,Perishable,553,True,531,507,522.74,14,77
2023-09-01,West-DC,PER-303,Perishable,529,False,529,534,522.74,14,88
2023-10-01,West-DC,PER-303,Perishable,568,False,568,487,522.74,14,79
2023-11-01,West-DC,PER-303,Perishable,586,False,586,554,522.74,14,80
2023-12-01,West-DC,PER-303,Perishable,489,False,489,579,522.74,14,87
2024-01-01,West-DC,PER-303,Perishable,580,True,636,494,522.74,14,91
2024-02-01,West-DC,PER-303,Perishable,586,False,586,491,522.74,14,86
2024-03-01,West-DC,PER-303,Perishable,566,True,549,537,522.74,14,82
2024-04-01,West-DC,PER-303,Perishable,590,False,590,569,522.74,14,62
2024-05-01,West-DC,PER-303,Perishable,543,True,515,621,522.74,14,84
2024-06-01,West-DC,PER-303,Perishable,506,False,506,544,522.74,14,82
2024-07-01,West-DC,PER-303,Perishable,523,False,523,568,522.74,14,64
2024-08-01,West-DC,PER-303,Perishable,531,True,528,474,522.74,14,74
2024-09-01,West-DC,PER-303,Perishable,450,True,461,494,522.74,14,75
2024-10-01,West-DC,PER-303,Perishable,455,False,455,479,522.74,14,86
2024-11-01,West-DC,PER-303,Perishable,496,False,496,579,522.74,14,50
2024-12-01,West-DC,PER-303,Perishable,549,False,549,533,522.74,14,70
2023-01-01,West-DC,PER-304,Perishable,559,False,559,448,525.98,10,90
2023-02-01,West-DC,PER-304,Perishable,543,True,509,590,525.98,10,69
2023-03-01,West-DC,PER-304,Perishable,533,False,533,576,525.98,10,77
2023-04-01,West-DC,PER-304,Perishable,555,True,553,467,525.98,10,75
2023-05-01,West-DC,PER-304,Perishable,501,False,501,581,525.98,10,95
2023-06-01,West-DC,PER-304,Perishable,522,False,522,524,525.98,10,77
2023-07-01,West-DC,PER-304,Perishable,471,False,471,463,525.98,10,61
2023-08-01,West-DC,PER-304,Perishable,372,False,372,488,525.98,10,74
2023-09-01,West-DC,PER-304,Perishable,420,True,411,419,525.98,10,63
2023-10-01,West-DC,PER-304,Perishable,453,False,453,406,525.98,10,90
2023-11-01,West-DC,PER-304,Perishable,407,False,407,526,525.98,10,70
2023-12-01,West-DC,PER-304,Perishable,572,True,627,429,525.98,10,86
2024-01-01,West-DC,PER-304,Perishable,442,False,442,476,525.98,10,80
2024-02-01,West-DC,PER-304,Perishable,533,False,533,591,525.98,10,75
2024-03-01,West-DC,PER-304,Perishable,506,False,506,651,525.98,10,72
2024-04-01,West-DC,PER-304,Perishable,619,True,619,533,525.98,10,75
2024-05-01,West-DC,PER-304,Perishable,463,True,485,549,525.98,10,76
2024-06-01,West-DC,PER-304,Perishable,427,True,456,472,525.98,10,93
2024-07-01,West-DC,PER-304,Perishable,364,False,364,482,525.98,10,71
2024-08-01,West-DC,PER-304,Perishable,447,False,447,486,525.98,10,75
2024-09-01,West-DC,PER-304,Perishable,416,False,416,498,525.98,10,52
2024-10-01,West-DC,PER-304,Perishable,405,True,386,447,525.98,10,70
2024-11-01,West-DC,PER-304,Perishable,391,False,391,365,525.98,10,86
2024-12-01,West-DC,PER-304,Perishable,416,True,393,468,525.98,10,54
2023-01-01,West-DC,PER-305,Perishable,1160,False,1160,1225,773.7,14,165
2023-02-01,West-DC,PER-305,Perishable,1336,False,1336,1275,773.7,14,181
2023-03-01,West-DC,PER-305,Perishable,1272,False,1272,1062,773.7,14,174
2023-04-01,West-DC,PER-305,Perishable,1110,False,1110,1206,773.7,14,169
2023-05-01,West-DC,PER-305,Perishable,1095,True,1156,1320,773.7,14,172
2023-06-01,West-DC,PER-305,Perishable,879,True,881,934,773.7,14,154
2023-07-01,West-DC,PER-305,Perishable,967,False,967,921,773.7,14,148
2023-08-01,West-DC,PER-305,Perishable,872,True,898,972,773.7,14,144
2023-09-01,West-DC,PER-305,Perishable,762,False,762,932,773.7,14,132
2023-10-01,West-DC,PER-305,Perishable,749,False,749,813,773.7,14,123
2023-11-01,West-DC,PER-305,Perishable,812,True,771,997,773.7,14,140
2023-12-01,West-DC,PER-305,Perishable,1106,False,1106,1007,773.7,14,143
2024-01-01,West-DC,PER-305,Perishable,1104,False,1104,1036,773.7,14,146
2024-02-01,West-DC,PER-305,Perishable,1123,True,1065,995,773.7,14,161
2024-03-01,West-DC,PER-305,Perishable,1166,True,1183,1015,773.7,14,166
2024-04-01,West-DC,PER-305,Perishable,1149,False,1149,1166,773.7,14,169
2024-05-01,West-DC,PER-305,Perishable,884,False,884,1061,773.7,14,149
2024-06-01,West-DC,PER-305,Perishable,1060,False,1060,985,773.7,14,141
2024-07-01,West-DC,PER-305,Perishable,812,False,812,1011,773.7,14,144
2024-08-01,West-DC,PER-305,Perishable,872,False,872,808,773.7,14,119
2024-09-01,West-DC,PER-305,Perishable,875,False,875,727,773.7,14,121
2024-10-01,West-DC,PER-305,Perishable,815,True,877,990,773.7,14,128
2024-11-01,West-DC,PER-305,Perishable,934,False,934,1001,773.7,14,125
2024-12-01,West-DC,PER-305,Perishable,1142,False,1142,882,773.7,14,150
2023-01-01,West-DC,PER-306,Perishable,391,False,391,460,1225.75,21,78
2023-02-01,West-DC,PER-306,Perishable,463,False,463,425,1225.75,21,68
2023-03-01,West-DC,PER-306,Perishable,412,True,438,472,1225.75,21,68
2023-04-01,West-DC,PER-306,Perishable,441,True,484,474,1225.75,21,69
2023-05-01,West-DC,PER-306,Perishable,441,False,441,431,1225.75,21,69
2023-06-01,West-DC,PER-306,Perishable,346,False,346,429,1225.75,21,63
2023-07-01,West-DC,PER-306,Perishable,357,False,357,434,1225.75,21,59
2023-08-01,West-DC,PER-306,Perishable,372,False,372,368,1225.75,21,41
2023-09-01,West-DC,PER-306,Perishable,413,True,403,437,1225.75,21,61
2023-10-01,West-DC,PER-306,Perishable,347,True,285,425,1225.75,21,58
2023-11-01,West-DC,PER-306,Perishable,440,False,440,478,1225.75,21,45
2023-12-01,West-DC,PER-306,Perishable,441,True,397,480,1225.75,21,63
2024-01-01,West-DC,PER-306,Perishable,505,True,516,502,1225.75,21,74
2024-02-01,West-DC,PER-306,Perishable,498,False,498,455,1225.75,21,63
2024-03-01,West-DC,PER-306,Perishable,578,True,608,441,1225.75,21,90
2024-04-01,West-DC,PER-306,Perishable,486,False,486,492,1225.75,21,58
2024-05-01,West-DC,PER-306,Perishable,499,False,499,554,1225.75,21,77
2024-06-01,West-DC,PER-306,Perishable,484,False,484,471,1225.75,21,71
2024-07-01,West-DC,PER-306,Perishable,389,False,389,458,1225.75,21,57
2024-08-01,West-DC,PER-306,Perishable,453,True,436,486,1225.75,21,54
2024-09-01,West-DC,PER-306,Perishable,434,True,395,393,1225.75,21,46
2024-10-01,West-DC,PER-306,Perishable,366,True,363,385,1225.75,21,55
2024-11-01,West-DC,PER-306,Perishable,431,False,431,416,1225.75,21,65
2024-12-01,West-DC,PER-306,Perishable,464,True,481,515,1225.75,21,70
2023-01-01,South-DC,APP-101,Apparel,838,True,988,917,917.81,21,127
2023-02-01,South-DC,APP-101,Apparel,936,True,959,905,917.81,21,122
2023-03-01,South-DC,APP-101,Apparel,950,False,950,824,917.81,21,136
2023-04-01,South-DC,APP-101,Apparel,1021,False,1021,833,917.81,21,137
2023-05-01,South-DC,APP-101,Apparel,886,False,886,772,917.81,21,126
2023-06-01,South-DC,APP-101,Apparel,747,True,888,721,917.81,21,115
2023-07-01,South-DC,APP-101,Apparel,731,True,847,729,917.81,21,118
2023-08-01,South-DC,APP-101,Apparel,703,True,706,605,917.81,21,99
2023-09-01,South-DC,APP-101,Apparel,557,False,557,672,917.81,21,82
2023-10-01,South-DC,APP-101,Apparel,617,False,617,575,917.81,21,91
2023-11-01,South-DC,APP-101,Apparel,675,True,728,772,917.81,21,115
2023-12-01,South-DC,APP-101,Apparel,705,False,705,893,917.81,21,129
2024-01-01,South-DC,APP-101,Apparel,743,False,743,826,917.81,21,123
2024-02-01,South-DC,APP-101,Apparel,813,True,980,964,917.81,21,128
2024-03-01,South-DC,APP-101,Apparel,872,False,872,785,917.81,21,134
2024-04-01,South-DC,APP-101,Apparel,873,True,971,887,917.81,21,150
2024-05-01,South-DC,APP-101,Apparel,896,False,896,841,917.81,21,120
2024-06-01,South-DC,APP-101,Apparel,736,False,736,719,917.81,21,119
2024-07-01,South-DC,APP-101,Apparel,737,False,737,623,917.81,21,107
2024-08-01,South-DC,APP-101,Apparel,602,True,648,707,917.81,21,91
2024-09-01,South-DC,APP-101,Apparel,605,False,605,638,917.81,21,88
2024-10-01,South-DC,APP-101,Apparel,602,False,602,476,917.81,21,107
2024-11-01,South-DC,APP-101,Apparel,634,False,634,690,917.81,21,110
2024-12-01,South-DC,APP-101,Apparel,796,False,796,708,917.81,21,112
2023-01-01,South-DC,APP-102,Apparel,1006,False,1006,1113,2098.96,7,157
2023-02-01,South-DC,APP-102,Apparel,1294,False,1294,1058,2098.96,7,181
2023-03-01,South-DC,APP-102,Apparel,1201,False,1201,986,2098.96,7,165
2023-04-01,South-DC,APP-102,Apparel,1044,False,1044,1054,2098.96,7,154
2023-05-01,South-DC,APP-102,Apparel,1062,False,1062,1060,2098.96,7,166
2023-06-01,South-DC,APP-102,Apparel,1064,False,1064,995,2098.96,7,145
2023-07-01,South-DC,APP-102,Apparel,888,True,923,761,2098.96,7,146
2023-08-01,South-DC,APP-102,Apparel,769,False,769,888,2098.96,7,129
2023-09-01,South-DC,APP-102,Apparel,874,False,874,957,2098.96,7,125
2023-10-01,South-DC,APP-102,Apparel,943,True,1060,891,2098.96,7,125
2023-11-01,South-DC,APP-102,Apparel,952,False,952,853,2098.96,7,151
2023-12-01,South-DC,APP-102,Apparel,1007,True,1194,1132,2098.96,7,151
2024-01-01,South-DC,APP-102,Apparel,1136,False,1136,1068,2098.96,7,171
2024-02-01,South-DC,APP-102,Apparel,1375,True,1521,1073,2098.96,7,175
2024-03-01,South-DC,APP-102,Apparel,1305,False,1305,1169,2098.96,7,182
2024-04-01,South-DC,APP-102,Apparel,1171,False,1171,1249,2098.96,7,177
2024-05-01,South-DC,APP-102,Apparel,1066,True,1225,1207,2098.96,7,188
2024-06-01,South-DC,APP-102,Apparel,1007,False,1007,1174,2098.96,7,145
2024-07-01,South-DC,APP-102,Apparel,968,False,968,966,2098.96,7,149
2024-08-01,South-DC,APP-102,Apparel,998,False,998,806,2098.96,7,151
2024-09-01,South-DC,APP-102,Apparel,906,False,906,700,2098.96,7,138
2024-10-01,South-DC,APP-102,Apparel,1048,False,1048,859,2098.96,7,129
2024-11-01,South-DC,APP-102,Apparel,843,True,1003,1019,2098.96,7,155
2024-12-01,South-DC,APP-102,Apparel,992,True,1144,1191,2098.96,7,157
2023-01-01,South-DC,APP-103,Apparel,335,False,335,307,1650.59,7,74
2023-02-01,South-DC,APP-103,Apparel,353,False,353,370,1650.59,7,37
2023-03-01,South-DC,APP-103,Apparel,383,True,414,347,1650.59,7,57
2023-04-01,South-DC,APP-103,Apparel,343,False,343,357,1650.59,7,49
2023-05-01,South-DC,APP-103,Apparel,342,False,342,289,1650.59,7,46
2023-06-01,South-DC,APP-103,Apparel,341,True,351,261,1650.59,7,46
2023-07-01,South-DC,APP-103,Apparel,317,True,345,345,1650.59,7,20
2023-08-01,South-DC,APP-103,Apparel,303,True,360,259,1650.59,7,35
2023-09-01,South-DC,APP-103,Apparel,293,False,293,282,1650.59,7,34
2023-10-01,South-DC,APP-103,Apparel,290,False,290,250,1650.59,7,54
2023-11-01,South-DC,APP-103,Apparel,315,False,315,302,1650.59,7,48
2023-12-01,South-DC,APP-103,Apparel,336,True,394,315,1650.59,7,45
2024-01-01,South-DC,APP-103,Apparel,369,False,369,411,1650.59,7,62
2024-02-01,South-DC,APP-103,Apparel,390,True,424,344,1650.59,7,60
2024-03-01,South-DC,APP-103,Apparel,421,True,460,342,1650.59,7,57
2024-04-01,South-DC,APP-103,Apparel,387,True,426,367,1650.59,7,55
2024-05-01,South-DC,APP-103,Apparel,347,False,347,391,1650.59,7,51
2024-06-01,South-DC,APP-103,Apparel,343,False,343,346,1650.59,7,47
2024-07-01,South-DC,APP-103,Apparel,323,False,323,349,1650.59,7,46
2024-08-01,South-DC,APP-103,Apparel,309,False,309,310,1650.59,7,50
2024-09-01,South-DC,APP-103,Apparel,306,True,362,297,1650.59,7,39
2024-10-01,South-DC,APP-103,Apparel,311,False,311,305,1650.59,7,37
2024-11-01,South-DC,APP-103,Apparel,361,False,361,293,1650.59,7,44
2024-12-01,South-DC,APP-103,Apparel,363,False,363,349,1650.59,7,47
2023-01-01,South-DC,APP-104,Apparel,1187,True,1237,935,1377.25,14,155
2023-02-01,South-DC,APP-104,Apparel,1061,False,1061,893,1377.25,14,155
2023-03-01,South-DC,APP-104,Apparel,1063,False,1063,1134,1377.25,14,171
2023-04-01,South-DC,APP-104,Apparel,1024,False,1024,981,1377.25,14,183
2023-05-01,South-DC,APP-104,Apparel,831,True,944,1066,1377.25,14,159
2023-06-01,South-DC,APP-104,Apparel,980,False,980,998,1377.25,14,156
2023-07-01,South-DC,APP-104,Apparel,960,False,960,915,1377.25,14,154
2023-08-01,South-DC,APP-104,Apparel,941,False,941,853,1377.25,14,134
2023-09-01,South-DC,APP-104,Apparel,812,False,812,838,1377.25,14,129
2023-10-01,South-DC,APP-104,Apparel,863,False,863,799,1377.25,14,140
2023-11-01,South-DC,APP-104,Apparel,955,False,955,897,1377.25,14,133
2023-12-01,South-DC,APP-104,Apparel,995,False,995,803,1377.25,14,144
2024-01-01,South-DC,APP-104,Apparel,1031,True,1190,1140,1377.25,14,143
2024-02-01,South-DC,APP-104,Apparel,1065,False,1065,1090,1377.25,14,156
2024-03-01,South-DC,APP-104,Apparel,1121,False,1121,977,1377.25,14,187
2024-04-01,South-DC,APP-104,Apparel,1133,True,1193,1071,1377.25,14,162
2024-05-01,South-DC,APP-104,Apparel,1257,False,1257,1097,1377.25,14,152
2024-06-01,South-DC,APP-104,Apparel,1064,False,1064,974,1377.25,14,125
2024-07-01,South-DC,APP-104,Apparel,1002,False,1002,875,1377.25,14,123
2024-08-01,South-DC,APP-104,Apparel,910,False,910,872,1377.25,14,133
2024-09-01,South-DC,APP-104,Apparel,786,False,786,760,1377.25,14,118
2024-10-01,South-DC,APP-104,Apparel,882,True,910,803,1377.25,14,132
2024-11-01,South-DC,APP-104,Apparel,904,True,1073,870,1377.25,14,143
2024-12-01,South-DC,APP-104,Apparel,1005,True,1161,1077,1377.25,14,149
2023-01-01,South-DC,APP-105,Apparel,490,False,490,591,469.84,14,74
2023-02-01,South-DC,APP-105,Apparel,725,True,819,584,469.84,14,92
2023-03-01,South-DC,APP-105,Apparel,679,True,734,735,469.84,14,84
2023-04-01,South-DC,APP-105,Apparel,602,False,602,490,469.84,14,106
2023-05-01,South-DC,APP-105,Apparel,618,False,618,471,469.84,14,79
2023-06-01,South-DC,APP-105,Apparel,463,True,532,498,469.84,14,52
2023-07-01,South-DC,APP-105,Apparel,500,False,500,527,469.84,14,79
2023-08-01,South-DC,APP-105,Apparel,427,False,427,478,469.84,14,87
2023-09-01,South-DC,APP-105,Apparel,431,False,431,487,469.84,14,66
2023-10-01,South-DC,APP-105,Apparel,460,True,567,517,469.84,14,68
2023-11-01,South-DC,APP-105,Apparel,521,True,560,498,469.84,14,85
2023-12-01,South-DC,APP-105,Apparel,521,False,521,536,469.84,14,81
2024-01-01,South-DC,APP-105,Apparel,538,True,627,469,469.84,14,75
2024-02-01,South-DC,APP-105,Apparel,631,True,728,486,469.84,14,100
2024-03-01,South-DC,APP-105,Apparel,642,True,712,725,469.84,14,86
2024-04-01,South-DC,APP-105,Apparel,612,True,692,661,469.84,14,87
2024-05-01,South-DC,APP-105,Apparel,628,True,751,524,469.84,14,81
2024-06-01,South-DC,APP-105,Apparel,622,True,668,512,469.84,14,85
2024-07-01,South-DC,APP-105,Apparel,463,False,463,506,469.84,14,68
2024-08-01,South-DC,APP-105,Apparel,496,False,496,505,469.84,14,86
2024-09-01,South-DC,APP-105,Apparel,456,False,456,422,469.84,14,69
2024-10-01,South-DC,APP-105,Apparel,479,True,534,482,469.84,14,83
2024-11-01,South-DC,APP-105,Apparel,551,False,551,483,469.84,14,86
2024-12-01,South-DC,APP-105,Apparel,604,False,604,617,469.84,14,99
2023-01-01,South-DC,APP-106,Apparel,404,True,463,461,469.79,14,80
2023-02-01,South-DC,APP-106,Apparel,587,True,588,512,469.79,14,74
2023-03-01,South-DC,APP-106,Apparel,453,True,466,509,469.79,14,75
2023-04-01,South-DC,APP-106,Apparel,516,False,516,473,469.79,14,81
2023-05-01,South-DC,APP-106,Apparel,498,False,498,519,469.79,14,65
2023-06-01,South-DC,APP-106,Apparel,496,False,496,545,469.79,14,64
2023-07-01,South-DC,APP-106,Apparel,410,False,410,435,469.79,14,67
2023-08-01,South-DC,APP-106,Apparel,355,True,400,432,469.79,14,67
2023-09-01,South-DC,APP-106,Apparel,446,False,446,414,469.79,14,65
2023-10-01,South-DC,APP-106,Apparel,428,False,428,390,469.79,14,65
2023-11-01,South-DC,APP-106,Apparel,426,False,426,430,469.79,14,69
2023-12-01,South-DC,APP-106,Apparel,502,True,602,510,469.79,14,81
2024-01-01,South-DC,APP-106,Apparel,479,False,479,446,469.79,14,68
2024-02-01,South-DC,APP-106,Apparel,563,False,563,583,469.79,14,86
2024-03-01,South-DC,APP-106,Apparel,514,False,514,612,469.79,14,86
2024-04-01,South-DC,APP-106,Apparel,546,False,546,519,469.79,14,88
2024-05-01,South-DC,APP-106,Apparel,502,False,502,577,469.79,14,79
2024-06-01,South-DC,APP-106,Apparel,502,False,502,544,469.79,14,78
2024-07-01,South-DC,APP-106,Apparel,465,False,465,385,469.79,14,50
2024-08-01,South-DC,APP-106,Apparel,507,False,507,512,469.79,14,60
2024-09-01,South-DC,APP-106,Apparel,469,True,516,405,469.79,14,51
2024-10-01,South-DC,APP-106,Apparel,477,False,477,364,469.79,14,65
2024-11-01,South-DC,APP-106,Apparel,434,False,434,471,469.79,14,71
2024-12-01,South-DC,APP-106,Apparel,470,True,564,554,469.79,14,85
2023-01-01,South-DC,ELC-201,Electronics,381,True,343,389,269.07,10,59
2023-02-01,South-DC,ELC-201,Electronics,368,True,368,440,269.07,10,59
2023-03-01,South-DC,ELC-201,Electronics,396,False,396,368,269.07,10,53
2023-04-01,South-DC,ELC-201,Electronics,350,False,350,347,269.07,10,66
2023-05-01,South-DC,ELC-201,Electronics,430,False,430,436,269.07,10,63
2023-06-01,South-DC,ELC-201,Electronics,333,True,356,346,269.07,10,47
2023-07-01,South-DC,ELC-201,Electronics,365,True,363,311,269.07,10,66
2023-08-01,South-DC,ELC-201,Electronics,356,False,356,386,269.07,10,58
2023-09-01,South-DC,ELC-201,Electronics,365,True,334,356,269.07,10,39
2023-10-01,South-DC,ELC-201,Electronics,327,True,347,361,269.07,10,61
2023-11-01,South-DC,ELC-201,Electronics,356,False,356,369,269.07,10,52
2023-12-01,South-DC,ELC-201,Electronics,394,True,375,429,269.07,10,66
2024-01-01,South-DC,ELC-201,Electronics,389,False,389,439,269.07,10,55
2024-02-01,South-DC,ELC-201,Electronics,362,False,362,485,269.07,10,54
2024-03-01,South-DC,ELC-201,Electronics,411,False,411,402,269.07,10,51
2024-04-01,South-DC,ELC-201,Electronics,440,False,440,466,269.07,10,71
2024-05-01,South-DC,ELC-201,Electronics,411,False,411,450,269.07,10,72
2024-06-01,South-DC,ELC-201,Electronics,382,True,420,419,269.07,10,58
2024-07-01,South-DC,ELC-201,Electronics,451,True,423,395,269.07,10,64
2024-08-01,South-DC,ELC-201,Electronics,381,False,381,361,269.07,10,70
2024-09-01,South-DC,ELC-201,Electronics,409,False,409,474,269.07,10,46
2024-10-01,South-DC,ELC-201,Electronics,404,False,404,437,269.07,10,55
2024-11-01,South-DC,ELC-201,Electronics,434,False,434,477,269.07,10,69
2024-12-01,South-DC,ELC-201,Electronics,476,True,451,410,269.07,10,69
2023-01-01,South-DC,ELC-202,Electronics,582,False,582,687,1925.66,21,96
2023-02-01,South-DC,ELC-202,Electronics,705,False,705,721,1925.66,21,106
2023-03-01,South-DC,ELC-202,Electronics,747,False,747,720,1925.66,21,106
2023-04-01,South-DC,ELC-202,Electronics,767,False,767,648,1925.66,21,107
2023-05-01,South-DC,ELC-202,Electronics,636,False,636,671,1925.66,21,107
2023-06-01,South-DC,ELC-202,Electronics,594,False,594,704,1925.66,21,90
2023-07-01,South-DC,ELC-202,Electronics,663,False,663,637,1925.66,21,88
2023-08-01,South-DC,ELC-202,Electronics,559,False,559,558,1925.66,21,104
2023-09-01,South-DC,ELC-202,Electronics,564,True,571,593,1925.66,21,84
2023-10-01,South-DC,ELC-202,Electronics,592,False,592,675,1925.66,21,84
2023-11-01,South-DC,ELC-202,Electronics,727,True,672,560,1925.66,21,93
2023-12-01,South-DC,ELC-202,Electronics,681,False,681,723,1925.66,21,99
2024-01-01,South-DC,ELC-202,Electronics,772,True,769,799,1925.66,21,121
2024-02-01,South-DC,ELC-202,Electronics,732,False,732,641,1925.66,21,105
2024-03-01,South-DC,ELC-202,Electronics,765,False,765,755,1925.66,21,127
2024-04-01,South-DC,ELC-202,Electronics,804,False,804,725,1925.66,21,115
2024-05-01,South-DC,ELC-202,Electronics,800,False,800,843,1925.66,21,101
2024-06-01,South-DC,ELC-202,Electronics,642,False,642,644,1925.66,21,115
2024-07-01,South-DC,ELC-202,Electronics,629,True,612,750,1925.66,21,121
2024-08-01,South-DC,ELC-202,Electronics,632,False,632,616,1925.66,21,90
2024-09-01,South-DC,ELC-202,Electronics,580,False,580,732,1925.66,21,101
2024-10-01,South-DC,ELC-202,Electronics,658,True,675,550,1925.66,21,100
2024-11-01,South-DC,ELC-202,Electronics,638,False,638,564,1925.66,21,94
2024-12-01,South-DC,ELC-202,Electronics,624,False,624,844,1925.66,21,105
2023-01-01,South-DC,ELC-203,Electronics,629,False,629,844,1382.29,21,97
2023-02-01,South-DC,ELC-203,Electronics,730,False,730,791,1382.29,21,120
2023-03-01,South-DC,ELC-203,Electronics,633,True,665,699,1382.29,21,113
